sentence;smsa_label;hate_hs;hate_abusive
gabungan faktor-faktor pembentukan negara-negara bangsa dan ultramontanisme khususnya di jerman dan belanda juga di inggris dalam taraf yang jauh lebih rendah sering kali memaksa gereja-gereja organisasi-organisasi dan anggota-anggota jemaat katolik untuk memilih antara tunduk pada tuntutan-tuntutan kebangsaan dari negara atau tunduk pada kewenangan gereja teristimewa pada kewenangan lembaga kepausan;neutral;0;0
beberapa pengkaji modern menjadikan kepercayaan para pengikut yesus akan kebangkitannya sebagai titik tolak dalam menetapkan kesinambungan antara sosok yesus selaku tokoh sejarah dan sosok yesus dalam pewartaan gereja perdana;neutral;0;0
meskipun ada berbagai macam perbedaan pandangan teologi mengenai kodrat yesus pada abad-abad permulaan sejarah agama kristen pada umumnya umat kristen percaya bahwa yesus adalah penjelmaan allah dan adalah allah sejati sekaligus manusia sejati atau seutuhnya ilahi dan seutuhnya insani;neutral;0;0
agama kristen protestan masuk ke nusantara pada zaman penjajahan belanda;neutral;0;0
umat kristen katolik baru diberi kebebasan untuk beribadat di wilayah hindia belanda oleh gubernur jenderal herman willem daendels pada 1808;neutral;0;0
gereja negeri timur asiria dengan rangkaian suksesi kebatrikan yang berkesinambungan semenjak terbentuk pada abad ke-17 adalah sebuah denominasi kristen timur yang mandiri dan mengaku sebagai kelanjutan dari gereja negeri timur sama halnya dengan kebatrikan katolik yang terbentuk pada abad ke-16 dan berkembang menjadi gereja katolik kaldea salah satu gereja katolik timur yang menjalin persekutuan dengan sri paus;neutral;0;0
persentase umat kristen dari keseluruhan populasi dunia bertahan di kisaran 33% selama seratus tahun terakhir yang berarti bahwa satu dari tiga orang di dunia memeluk agama kristen;neutral;0;0
gereja katolik juga mempraktikkan pembaptisan bayi biasanya dengan cara mengguyurkan air ke kepala bayi yang dibaptis seraya mendaraskan rumusan tritunggal;neutral;0;0
konsili lyon ii pada 1274 dan konsili firenze pada 1439 berusaha mempersatukan kembali kedua gereja ini akan tetapi gereja ortodoks menolak memberlakukan putusan-putusan konsili lyon maupun konsili firenze sehingga kedua gereja masih tetap terpisah sampai sekarang;neutral;0;0
salah satu dari serangan komprehensif pertama terhadap agama kristen berasal dari filsuf yunani kelsos yang menulis perkataan yang benar logos aletes sebuah polemik yang mengkritik umat kristen sebagai warga yang tidak berguna bagi masyarakat;neutral;0;0
meskipun demikian ada pula kelompok-kelompok umat kristen lain yang juga bersejarah namun tidak dapat begitu saja digolongkan ke dalam kategori-kategori utama ini;neutral;0;0
sebagian umat kristen juga percaya bahwa allah tampil sebagai sang bapa pada masa perjanjian lama tampil sebagai sang putra pada masa perjanjian baru dan tampil sebagai roh kudus pada masa kini namun tetap saja allah hadir pada ketiga masa ini sebagai tiga pribadi;neutral;0;0
konsili trento menjelaskan dan menegaskan kembali doktrin gereja katolik;neutral;0;0
segera sesudah dijadikan agama negara agama kristen tumbuh dengan subur;neutral;0;0
gereja ortodoks timur terdiri atas gereja-gereja yang menjalin persekutuan dengan para batrik gereja timur misalnya batrik oikumene konstantinopel;neutral;0;0
sejumlah gereja lutheran dan gereja katolik menandatangani pernyataan bersama mengenai doktrin pembenaran pada 1999 demi menuntaskan sengketa-sengketa di antara kedua belah pihak yang dipicu oleh gerakan reformasi protestan;neutral;0;0
contoh-contoh budaya kristen dan pemuka-pemuka agama kristen yang tersohor hampir sepanjang sejarahnya kebudayaan barat telah disamakan dengan kebudayaan kristen dan sebagian besar populasi dunia barat dapat disebut umat kristen budaya;neutral;0;0
umat kristen di dunia barat acap kali berdoa sambil merapatkan kedua telapak tangan dengan ujung-ujung jari mengarah ke depan seperti dalam upacara komendasi feodal baiat;neutral;0;0
sesudah abad penjelajahan agama kristen menyebar pula ke benua amerika australasia afrika sub-sahara dan ke segenap penjuru dunia melalui karya misi dan kolonialisme;neutral;0;0
hampir semua denominasi kristen menyelenggarakan upacara perayaan ekaristi perjamuan kudus yakni upacara pemberkatan dan pembagi-bagian roti dan anggur;neutral;0;0
gereja timur asiria tidak menerima keputusan konsili oikumene yang ketiga berikut keputusan konsili-konsili yang diselenggarakan sesudahnya dan sampai sekarang masih berdiri sendiri di luar lingkup persekutuan-persekutuan kristen lainnya;neutral;0;0
berlutut bersoja dan bersujud lihat pula poklon sering kali dipraktikkan oleh denominasi-denominasi kristen yang lebih tradisional;neutral;0;0
kebijakan ini lebih ditujukan bagi kepentingan umat kristen katolik berkebangsaan eropa karena gubernur jenderal daendels memerintah hindia belanda di bawah rezim prancis negara penganut agama kristen katolik;neutral;0;0
agam kristen bermula sebagai sebuah sekte agama yahudi di kawasan syam timur tengah pada pertengahan abad pertama tarikh masehi;neutral;0;0
yang terakhir pemisahan antara agama khususnya agama kristen katolik dan negara didapati dalam taraf yang tinggi di prancis dan italia yakni di negeri-negeri tempat negara secara aktif menentang kewenangan gereja katolik;neutral;0;0
cara yang lain adalah membina persatuan kelembagaan melalui persatuan dan persekutuan antargereja yakni suatu praktik yang dapat ditelusuri asal-usulnya sampai pada usaha-usaha persatuan yang dilakukan oleh jemaat-jemaat lutheran dan jemaat-jemaat kalvinis pada awal abad ke-19 di jerman;neutral;0;0
ayat alkitab dianggap hanya memiliki satu arti atau makna tunggal;neutral;0;0
langkah-langkah menuju rekonsiliasi pada tataran global dilakukan pada 1965 oleh gereja katolik dan gereja ortodoks dengan menarik kembali pernyataan pengucilan dari masing-masing pihak yang menjadi pemicu skisma akbar di antara keduanya pada 1054;neutral;0;0
kekristenan adalah agama abrahamik monoteistik berasaskan riwayat hidup dan ajaran yesus kristus yang merupakan inti sari agama ini;neutral;0;0
menurut katekismus gereja katolik berdoa adalah mengarahkan akal budi dan hati kepada allah atau meminta hal-hal baik dari allah;neutral;0;0
sekitar 7,1 sampai 10% dari orang arab adalah umat kristen sebagian besar di antaranya bermukim di mesir suriah dan lebanon;neutral;0;0
kaisar konstantinus juga berjasa menyelenggarakan konsili nicea yang pertama pada 325 untuk mengusut tuntas bidah arianisme dan merumuskan syahadat nikea yang hingga kini masih dipakai oleh gereja katolik gereja ortodoks timur persekutuan gereja-gereja anglikan dan banyak gereja protestan;neutral;0;0
wafat dan kebangkitan yesus diperingati oleh umat kristen dalam semua ibadat dan diperingati secara lebih khusus selama pekan suci sudah termasuk hari jumat agung dan hari minggu paskah;neutral;0;0
penindasan ini juga dilakukan melalui pemberian berbagai macam hukuman termasuk hukuman mati kepada umat kristen seperti yang dialami oleh stefanus dan yakobus bin zebedeus;neutral;0;0
pemimpin-pemimpin orang makassar di kawasan selatan pulau sulawesi beberapa kali mengungkapkan ketertarikan mereka terhadap agama kristen pada abad ke-16;neutral;0;0
meskipun jumlahnya menurun populasi kristen eropa masih merupakan komponen geografis terbesar dari agama kristen;neutral;0;0
anggapan semacam ini ditolak oleh gereja katolik sejumlah gereja ortodoks timur dan banyak dari umat anglikan injili sendiri;neutral;0;0
berdasarkan nas istilah orang kristen kristianos berarti pengikut kristus mengacu kepada murid-murid yesus dan pertama kali dipakai di kota antiokhia oleh warga non-yahudi;neutral;0;0
dari karya tulis yustinus martir dapat diketahui bahwa pada masa hidupnya umat kristen berhimpun untuk beribadat secara berjemaah pada hari minggu hari kebangkitan yesus meskipun ada pula upacara-upacara peribadatan lain yang dilaksanakan di luar hari minggu;neutral;0;0
ketaatan beragama umat kristen di eropa merosot seiring munculnya modernitas dan sekularisme di benua itu khususnya di republik ceko dan estonia sementara ketaatan beragama di amerika pada umumnya tinggi jika dibandingkan dengan eropa;neutral;0;0
tritunggal adalah doktrin hakiki dari agama kristen arus utama;neutral;0;0
inti dari keyakinan kristen adalah bahwasanya dengan percaya dan menerima wafat dan kebangkitan yesus umat manusia yang berdosa dapat dirukunkan kembali dengan allah dan dengan demikian beroleh tawaran keselamatan dan janji hidup kekal;neutral;0;0
dengan lebih dari 1,1 triliun anggota jemaat terbaptis yakni lebih dari setengah jumlah seluruh umat kristen dan seperenam dari populasi dunia gereja katolik merupakan gereja kristen yang terbesar;neutral;0;0
syahadat ini tampaknya digunakan sebagai semacam ringkasan ajaran agama kristen bagi para calon penerima baptisan di gereja-gereja kota roma;neutral;0;0
denominasi-denominasi kristen berbeda pandangan sehubungan dengan ritus mana saja yang dapat disebut sakramen dan tindakan apa saja yang diperlukan demi kesahihan sebuah sakramen;neutral;0;0
jpg|upacara pembaptisan kanak-kanak di gereja lutheran file  ;neutral;0;0
kala itu penganut agama kristen masih merupakan golongan minoritas mungkin hanya lima persen dari populasi romawi;neutral;0;0
umat kristen esoteris atau para penganut kebatinan kristen menganggap agama kristen sebagai sebuah agama misteri dan mengakui keberadaan serta mengaku memiliki doktrin-doktrin atau praktik-praktik esoteris kebatinan tertentu yang tersembunyi dari khalayak ramai dan hanya dapat diakses oleh sekalangan kecil orang-orang yang tercerahkan terinisiasi atau sangat terdidik;neutral;0;0
pembahasan mengenai akhir dari segala sesuatu baik akhir hayat setiap insan akhir zaman maupun akhir dunia pada dasarnya adalah eskatologi kristen yakni kajian mengenai takdir umat manusia sebagaimana yang diwahyukan dalam alkitab;neutral;0;0
contoh lembaga kebatinan kristen antara lain rosicrucian fellowship perhimpunan mawar salib perhimpunan antroposofi dan martinisme;neutral;0;0
bandar ini diketahui sering dikunjungi oleh saudagar-saudagar india sehingga gereja di barus mungkin saja memiliki hubungan dengan umat kristen santo tomas di india;neutral;0;0
agama kristen mula-mula bertumbuh di bawah kepemimpinan kedua belas rasul khususnya petrus dan paulus yang dilanjutkan oleh para uskup perdana yang dihormati oleh umat kristen selaku pengganti para rasul;neutral;0;0
jemaat-jemaat gereja masehi advent hari ketujuh menyelenggarakan ibadat berjemaah pada hari sabtu dan ada pula jemaat-jemaat kristen yang menyelenggarakan ibadat berjemaah tidak secara berkala seminggu sekali;neutral;0;0
agama kristen adalah agama abrahamik yang bermula sebagai sebuah sekte dari agama yahudi era kenisah kedua pada pertengahan abad pertama tarikh masehi;neutral;0;0
di kemudian hari kemunculan islam di afrika utara menyusutkan ukuran dan jumlah jemaat-jemaat kristen serta hanya menyisakan gereja koptik di mesir gereja tewahedo ortodoks etiopia di kawasan tanduk afrika dan gereja nubia di sudan nobatia makuria dan alodia;neutral;0;0
pada permulaan abad ke-8 umat kristen terpecah-belah akibat bidah ikonoklasme yang didukung oleh kaisar-kaisar romawi timur;neutral;0;0
syahadat ini digunakan oleh sejumlah denominasi kristen baik untuk keperluan liturgi peribadatan maupun untuk keperluan katekese pengajaran sebagaimana yang jelas terlihat di gereja-gereja berliturgi dalam tradisi kristen barat antara lain gereja katolik ritus latin gereja-gereja lutheran gereja-gereja anglikan dan gereja ortodoks ritus barat;neutral;0;0
konsep mesias dalam agama kristen pada dasarnya berbeda dari konsep mesias dalam agama yahudi;neutral;0;0
meskipun diagung-agungkan oleh banyak kalangan penutur bahasa inggris karena keindahan prosanya yang memukau alkitab versi raja james sesungguhnya diterjemahkan dari alkitab yunani erasmus yang disusun atas dasar satu saja naskah salinan abad ke-12 yakni salah satu dari naskah-naskah terburuk yang masih ada sampai sekarang;neutral;0;0
pascakekristenan adalah istilah yang digunakan sebagai sebutan bagi kemerosotan agama kristen khususnya di eropa kanada australia dan dalam taraf rendah di ujung selatan benua amerika pada abad ke-20 dan ke-21 menurut ukuran-ukuran pascamodernisme;neutral;0;0
gereja menerima banyak sumbangan dari orang-orang kaya hingga mampu membeli tanah;neutral;0;0
aliran-aliran yang sering kali disebut karismatik ini merupakan aliran-aliran yang dianggap modern karena menggabungkan keyakinan kristen tradisional dengan pola pikir modern;neutral;0;0
price telah mengemukakan dugaan dalam bukunya yang berjudul the christ myth theory and its problems teori mitos kristus dan permasalahannya bahwa sebagian isi dari sejumlah kisah dalam alkitab didasarkan pada mitos;neutral;0;0
komunitas taize adalah sebuah paguyuban monastik oikumene yang istimewa karena beranggotakan lebih dari seratus orang bruder dari gereja katolik maupun gereja-gereja protestan;neutral;0;0
kitab-kitab yang diakui sebagai bagian dari alkitab oleh gereja ortodoks gereja katolik dan gereja-gereja protestan agak bervariasi sementara umat yahudi hanya mengakui kesahihan alkitab ibrani kumpulan pustaka dalam alkitab yang ditulis dalam bahasa ibrani meskipun demikian ada banyak kitab yang diakui kesahihannya oleh semua pihak;neutral;0;0
pokok-pokok bahasan utama dalam eskatologi kristen adalah zaman kesusahan besar maut dan akhirat pengangkatan kedatangan yesus untuk kedua kalinya kebangkitan orang mati surga dan neraka milenialisme keyakinan tentang kerajaan seribu tahun pengadilan terakhir hari kiamat serta langit yang baru dan bumi yang baru;neutral;0;0
meskipun demikian gereja katolik telah berhasil memulihkan persatuan dengan sejumlah gereja timur yang lebih kecil;neutral;0;0
bertrand russell merumuskan penolakannya terhadap agama kristen dalam bentuk argumen-argumen logis;neutral;0;0
di antara sekian banyak keyakinan kristen wafat dan kebangkitan yesus adalah dua peristiwa utama yang melandasi sebagian besar doktrin dan teologi kristen;neutral;0;0
penanggalan liturgi kristen di dunia barat disusun mengikuti siklus tahunan dari pelaksanaan ritus romawi dalam gereja katolik sementara umat kristen timur menggunakan penanggalan-penanggalan serupa yang disusun mengikuti siklus tahunan dari pelaksanaan ritus gereja mereka masing-masing;neutral;0;0
kitab-kitab deuterokanonika termuat dalam alkitab septuaginta terjemahan perdana alkitab yahudi dalam bahasa yunani namun dianggap apokrif daif oleh kalangan protestan;neutral;0;0
meskipun demikian ada keyakinan kristen tradisional bahwa sang putralah yang tampil dalam perjanjian lama karena bilamana tritunggal digambarkan dalam seni rupa sang putra lazimnya digambarkan dengan ciri khusus yakni dengan praba bertanda salib yang melambangkan kristus dan sosok dengan ciri seperti inilah yang ditampilkan sebagai rupa allah dalam penggambaran taman eden yakni sosok penjelmaan allah yang baru mengejawantah di kemudian hari;neutral;0;0
pokok-pokok keyakinan dalam syahadat para rasul adalah percaya akan allah bapa yesus kristus sebagai putra allah dan roh kudus percaya bahwa kristus telah wafat turun ke alam barzah bangkit dan naik ke surga percaya akan kekudusan gereja dan persekutuan orang-orang kudus percaya akan kedatangan kristus kali kedua hari penghakiman dan keselamatan umat beriman;neutral;0;0
pada umumnya umat kristen pemulihan ini percaya bahwa kelompok-kelompok umat kristen lainnya telah membawa masuk kesesatan ke dalam agama kristen;neutral;0;0
gereja ortodoks timur merupakan denominasi kristen terbesar kedua dengan jumlah jemaat sekitar 225300 juta jiwa;neutral;0;0
arti penting dari suatu nas alkitab mencakup penggunaan atau penerapan nas tersebut;neutral;0;0
perkiraan jumlah keseluruhan umat kristen protestan sangat tidak pasti namun rumpun besar protestan jelas merupakan kelompok umat kristen terbesar kedua sesudah gereja katolik berdasarkan jumlah pengikut meskipun gereja ortodoks timur jauh lebih besar dari denominasi protestan yang mana pun;neutral;0;0
pada abad ke-3 kritik terhadap agama kristen sudah menggunung sebagian di antaranya merupakan bentuk pembelaan diri terhadap agama kristen;neutral;0;0
john polkinghorne seorang imam anglikan sekaligus seorang fisikawan dalam bukunya yang berjudul questions of truth membahas hal-ihwal hubungan antara agama dan ilmu pengetahuan yakni pokok bahasan yang juga pernah didalami oleh ahli-ahli apologetika kristen lainnya seperti ravi zacharias john lennox dan william lane craig;neutral;0;0
gereja-gereja pemulihan lainnya yakni gereja kristen murid-murid kristus gereja masehi injili di kanada gereja-gereja kristus serta gereja-gereja kristen dan gereja-gereja kristus bersumber dari gerakan pemulihan stone-campbell yang berpusat di kentucky dan tennessee;neutral;0;0
encyclopdia britannica agama & etika  kristen sejumlah artikel pengantar mengenai agama kristen dari bbc;neutral;0;0
injil juga berarti catatan-catatan riwayat hidup dan ajaran yesus empat di antaranyainjil matius injil markus injil lukas dan injil yohanesdianggap kanonik sahih dan dijadikan bagian dari alkitab kristen;neutral;0;0
sampai sekarang tradisi ini masih dipraktikkan dalam gereja ortodoks timur gereja ortodoks oriental gereja katolik dan sejumlah gereja anglikan;neutral;0;0
gereja-gereja kongregasional metodis dan presbiterian bersatu pada 1925 menjadi gereja kesatuan kanada dan pada 1977 untuk membentuk gereja bersatu di australia;neutral;0;0
john bowker berpendapat bahwa gagasan-gagasan kristen seperti para malaikat kiamat pengadilan terakhir kebangkitan serta surga dan neraka mendapatkan bentuk dan maknanya dari;neutral;0;0
brackney doing baptism baptist style believers baptism semua gereja ortodoks mempraktikkan pembaptisan bayi dan senantiasa membaptis dengan cara mencelupkan tubuh si penerima baptisan ke dalam air sebanyak tiga kali berturut-turut dalam nama bapa putra dan roh kudus;neutral;0;0
pada abad ke-20 filsuf bertrand russell menjabarkan kritiknya terhadap agama kristen dalam esainya yang berjudul why i am not a christian;neutral;0;0
isu terakhir terkait alkitab adalah cara menyeleksi kitab-kitab untuk dimasukkan ke dalam kumpulan kitab suci perjanjian baru;neutral;0;0
sebagian besar dari denominasi-denominasi kristen yang selebihnya hanya mengakui baptisan dan perjamuan kudus sebagai sakramen sementara sejumlah denominasi protestan misalnya kaum quaker menolak teologi sakramen;neutral;0;0
gereja katedral keuskupan agung jakarta setelah mengalahkan portugis pada 1605 bangsa belanda mengusir para misionaris katolik;neutral;0;0
hebraisme sebagaimana helenisme merupakan salah satu faktor mahapenting dalam perkembangan peradaban dunia barat agama yahudi selaku pendahulu dari agama kristen secara tidak langsung banyak memberi sumbangan bagi pembentukan nilai-nilai luhur dan akhlak bangsa-bangsa barat semenjak agama kristen menyebar luas di daratan eropa;neutral;0;0
gereja ortodoks oriental terdiri atas enam gereja yakni gereja ortodoks suryani gereja ortodoks koptik gereja ortodoks etiopia gereja ortodoks eritrea gereja ortodoks suriah malankara dan gereja apostolik armenia;neutral;0;0
di negara-negara penutur bahasa inggris orang sering kali membedakan upacara peribadatan menjadi kebaktian gereja tinggi yang bercirikan upacara yang lebih megah dan takzim dan kebaktian gereja rendah namun dalam kedua-dua kategori ini pun terdapat banyak sekali variasi bentuk peribadatan;neutral;0;0
hampir semua denominasi kristen menganut paham tritunggal;neutral;0;0
beberapa denominasi kristen mempraktikkan komuni tertutup persekutuan tertutup sehingga hanya membagikan komuni roti dan anggur yang sudah diberkati kepada orang-orang yang sudah bergabung dengan denominasinya atau kadang-kadang hanya kepada orang-orang yang sudah bergabung dengan jemaat gerejanya;neutral;0;0
masing-masing masa dalam tahun liturgi menonjolkan tema teologi tertentu dan tata cara beribadat tertentu yang ditunjukkan dengan berbagai macam cara menghias gereja warna-warna paramentum dan vestimentum bagi rohaniwan nas-nas alkitab yang dibacakan dalam ibadat tema-tema khotbah dan bahkan dengan berbagai macam tradisi serta praktik untuk diamalkan oleh anggota jemaat secara pribadi atau di tempat tinggalnya masing-masing;neutral;0;0
injil-injil lain telah ditemukan semisal injil-injil yang ditemukan di dekat nag hammadi pada 1945 dan meskipun sebagian dari nas-nas ini berbeda dari nas-nas yang lumrah digunakan umat kristen perlu dipahami bahwa beberapa di antara materi injil temuan baru ini mungkin sekali berasal dari masa yang sama atau bahkan mendahului masa penulisan injil-injil perjanjian baru;neutral;0;0
chesterton menulis pada permulaan abad ke-20 tentang manfaat-manfaat agama teristimewa agama kristen;neutral;0;0
setelah para saudagar portugis dianugerahi hak monopoli niaga cengkih dari sultan ternate komunitas kristen katolik pertama di kepulauan nusantara akhirnya terbentuk di halmahera pada 1534;neutral;0;0
allah yang membangkitkan yesus dari antara orang mati juga mengaruniakan kehidupan baru bagi tubuh fana umat kristen dari bangsa-bangsa lain yang bersama-sama dengan bangsa israel telah menjadi anak-anak allah dan oleh karena itu tidak lagi hidup menurut daging;neutral;0;0
menurut tradisi gereja pada masa penindasan kaisar nero inilah para pemimpin gereja perdana petrus dan paulus wafat sebagai syuhada di roma;neutral;0;0
persentase ini sesungguhnya tidak memperlihatkan pergeseran besar yang telah terjadi dalam demografi kristen yakni pertambahan besar jumlah pemeluk agama kristen di negara-negara berkembang yang terjadi seiring dengan penurunan besar jumlah pemeluk agama kristen di eropa dan amerika utara;neutral;0;0
metode historis-gramatikal membedakan antara satu makna asali dan arti penting dari nas alkitab;neutral;0;0
sejumlah tokoh anglikan menganggap gerejanya sebagai salah satu cabang dari gereja katolik yang kudus dan esa setingkat dengan gereja katolik dan gereja ortodoks timur;neutral;0;0
alkitab perjanjian baru memuat riwayat-riwayat mengenai sengketa yang timbul di antara para pengikut yesus di satu pihak dan kaum farisi serta ahli-ahli taurat di lain pihak misalnya dan;neutral;0;0
komunitas ini mementingkan rekonsiliasi di antara semua denominasi kristen dan gereja utamanya yang berlokasi di taize saone-et-loire prancis diberi nama gereja rekonsiliasi;neutral;0;0
keterasingan ini bermuara pada skisma yang memecah-belah umat kristen menjadi gereja cabang barat yakni gereja katolik dan gereja cabang timur sebagian besar adalah kristen yunani yakni gereja ortodoks;neutral;0;0
iman katolik dijabarkan dalam katekismus gereja katolik;neutral;0;0
para pujangga ini dikenal dengan sebutan bapa-bapa gereja dan kajian atas karya-karya mereka disebut studi patristik atau patrologi;neutral;0;0
bapa-bapa gereja terdahulu yang terkenal antara lain ignasius dari antiokhia polikarpus yustinus martir ireneus tertulianus klemens dari aleksandria dan origenes;neutral;0;0
penginjil markus merintis pembentukan gereja ortodoks koptik di aleksandria pada ca;neutral;0;0
agama kristen telah berperan besar dalam pembentukan peradaban dunia barat;neutral;0;0
umat kristen rohani seperti kaum doukhobor dan kaum molokan memisahkan diri dari gereja ortodoks rusia serta membina hubungan akrab dengan kaum mennonit dan kaum quaker karena memiliki kesamaan dalam praktik-praktik keagamaan;neutral;0;0
meskipun demikian mayoritas umat kristen juga mengakui lima sakramen lain yakni sakramen penguatan disebut krisma di kalangan kristen ortodoks sakramen imamat pentahbisan sakramen tobat pengakuan dosa sakramen pengurapan dan sakramen pernikahan;neutral;0;0
selain itu gereja-gereja nondenominasi injili karismatik neo-karismatik independen dan berbagai macam gereja lainnya semakin marak bermunculan di mana-mana dan bertumbuh menjadi bagian yang penting dari rumpun besar protestan;neutral;0;0
di seluruh negara eropa berbagai macam denominasi kristen sadar sedang terlibat dalam kancah persaingan pada taraf tinggi maupun rendah antara satu sama lain maupun dengan negara;neutral;0;0
dari peninggalan-peninggalan sejarah semisal bangunan-bangunan makam diketahui bahwa lambang ikan sangat lumrah digunakan oleh umat kristen semenjak permulaan sejarah gereja;neutral;0;0
pada masa itu gedung-gedung gereja dan seni arsitektur gerejawi meraih capaian-capaian baru yang berpuncak pada gaya arsitektur romanik dan gothik serta katedral-katedral megah di eropa;neutral;0;0
menurut sebuah naskah kristen mesir dari abad ke-12 ada sebuah gereja yang dibangun di barus bandar niaga di kawasan pesisir barat sumatra utara;neutral;0;0
sikap percaya diri semacam ini harus dipahami dalam lingkup keyakinan kristen akan adanya hubungan istimewa antara orang percaya dan kristus melalui roh kudus yang bersemayam di dalam dirinya;neutral;0;0
gereja-gereja ini masih melakukan dialog dengan gereja ortodoks timur untuk membina persekutuan di antara gereja-gereja ortodoks;neutral;0;0
agama kristen adalah agama yang paling dominan di eropa benua amerika dan kawasan selatan afrika;neutral;0;0
selama abad-abad berikutnya persaingan antara agama kristen katolik dan agama kristen protestan dicampuradukkan dengan perjuangan politik negara-negara eropa;neutral;0;0
sebaliknya umat kristen katolik ortodoks dan protestan arminian percaya bahwa pelaksanaan kehendak bebas diperlukan untuk beriman pada yesus;neutral;0;0
alkitab perjanjian baru meriwayatkan beberapa peristiwa penampakan diri yesus pascabangkit kepada kedua belas rasul dan murid-muridnya termasuk peristiwa penampakan yang disaksikan oleh lebih dari lima ratus orang saudara sekaligus sebelum kenaikan yesus ke surga;neutral;0;0
bagi umat kristen kebangkitan yesus adalah batu penjuru iman mereka dan peristiwa terpenting dalam sejarah;neutral;0;0
iglesia ni cristo adalah gereja pemulihan di asia yang dibentuk pada permulaan era 1900-an;neutral;0;0
syahadat nikea disusun dengan tujuan utama melawan paham arianisme dalam penyelenggaraan konsili nikea pada 325 m dan konsili konstantinopel pada 381 m kemudian disahkan menjadi syahadat kristen sejagat oleh konsili efesus i pada 431 m;neutral;0;0
para misionaris portugis mendakwahkan agama kristen di kawasan utara pulau sulawesi antara 1563 dan 1570 namun daerah misi ini akhirnya ditinggalkan ketika orang-orang portugis diserang bertubi-tubi selepas peristiwa pembunuhan sultan hairun di ternate;neutral;0;0
istilah ini mengacu pada hilangnya monopoli agama kristen atas nilai-nilai dan wawasan dunia di dalam masyarakat-masyarakat yang turun-temurun memeluk agama kristen;neutral;0;0
urs altermatt dari universitas fribourg yang secara khusus mencermati agama kristen katolik di eropa berhasil mengidentifikasi empat ragam kehidupan berbangsa di eropa;neutral;0;0
gereja katolik dan gereja ortodoks timur saling memutuskan hubungan persekutuan dalam peristiwa skisma timurbarat pada 1054 sementara rumpun kristen protestan muncul pada zaman reformasi abad ke-16 sebagai pecahan dari gereja katolik;neutral;0;0
dalam agama kristen kumpulan kitab-kitab kanonik yakni perjanjian lama dan perjanjian baru diyakini sebagai firman allah yang terilhamkan;neutral;0;0
umat kristen percaya bahwa yesus selaku mesias diurapi oleh allah menjadi juru selamat umat manusia dan yakin bahwa yesus datang ke dunia sebagai penggenapan nubuat tentang mesias yang termaktub dalam alkitab perjanjian lama;neutral;0;0
skisma besar lainnya yakni reformasi protestan memecah-belah umat kristen di dunia barat menjadi beberapa aliran;neutral;0;0
dampak agama kristen terhadap peningkatan taraf hidup manusia meliputi bidang kesejahteraan sosial pendirian rumah-rumah sakit ilmu ekonomi misalnya etika kerja protestan politik arsitektur kesusastraan perawatan kebersihan diri dan kehidupan berumah tangga;neutral;0;0
menurut kitab suci agama kristen umat kristen sejak semula telah ditindas oleh sejumlah pemuka agama yahudi dan romawi yang tidak setuju dengan ajaran-ajaran para rasul baca perpecahan gereja perdana dan yudaisme;neutral;0;0
pada umumnya universitas dianggap sebagai lembaga yang berlatar belakang agama kristen abad pertengahan;neutral;0;0
gambar ikan sudah digunakan sebagai salah satu lambang agama kristen pada dasawarsa-dasawarsa pertama dalam abad ke-2;neutral;0;0
ada beragam doktrin dan praktik peribadatan di kalangan kelompok-kelompok yang menyebut dirinya kristen;neutral;0;0
berkat semangat baru untuk berdakwah ini meskipun seiring sejalan dengan usaha perluasan wilayah jajahan oleh negara-negara kuat di eropa agama kristen menyebar ke amerika oseania asia timur dan afrika sub-sahara;neutral;0;0
di banyak gereja sekarang ini kanak-kanak dipisahkan dari orang dewasa sepanjang seluruh atau sebagian dari waktu peribadatan untuk diberi pengajaran yang sesuai dengan usia mereka;neutral;0;0
ada pula kalangan yang percaya bahwa hanya alkitab dalam terjemahan tertentu saja yang bebas dari kesalahan misalnya alkitab versi raja james;neutral;0;0
salib yakni salah satu lambang yang paling dikenal di seluruh dunia sekarang ini digunakan sebagai salah satu lambang agama kristen semenjak permulaan sejarah gereja;neutral;0;0
selain itu jemaah tidak boleh masuk ke masjid dengan menggunakan sepatu atau sandal yang tidak bersih;neutral;0;0
pada hadis lainnya pemakmuran masjid secara berlebihan dijadikan tanda kiamat;neutral;0;0
beberapa masjid lainnya juga didirikan di daerah suci milik yahudi dan kristen seperti di yerusalem;neutral;0;0
kata masjid dan masjad adalah bentuk tunggal dari kata masajid;neutral;0;0
hukum yang berlaku pada masjid berlaku pada seluruh lahan masjid dengan adanya pembatas maupun tanpa pembatas;neutral;0;0
masjid sebagai tempat beribadah kaum muslim merupakan tempat suci;neutral;0;0
tapi mazhab maliki memiliki pendapat lain yang melarang penganut selain islam untuk masuk ke masjid dalam keadaan apa pun;neutral;0;0
menara pertama kali dibangun di basra pada tahun 665 sewaktu pemerintahan khalifah bani umayyah muawiyah i yang mendukung pembangunan menara masjid untuk menyaingi menara-menara lonceng pada gereja;neutral;0;0
dalam beberapa hadis yang diriwayatkan dari utsman bin affan pembangunan masjid diganjari dengan rumah atau masjid di surga;neutral;0;0
ada beberapa masjid yang juga menyediakan makanan untuk sahur;neutral;0;0
bangunan masjid juga diutamakan tidak menyerupai bentuk bangunan lain;neutral;0;0
